dataset,figure,figure_id,model,solution,source_id,source_kind,source_locator,source_sha256,value,value_note,x
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/MC/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,5.669,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/RT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.377,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/LM/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,8.109,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,7.479,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/GT/RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,9.133,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
AVG,fig12_energy_tempgnn,fig12_energy_tempgnn,AVG,RTGA,vector_fig12,vector_geometry_digitization,Fig.12 AVG bar:RTGA,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,6.535,"Digitized from the explicit AVG bar, not recomputed from rounded point values.",
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WK/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/MC/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/RT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/LM/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/GT/TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
AVG,fig12_energy_tempgnn,fig12_energy_tempgnn,AVG,TempGNN,vector_fig12,vector_geometry_digitization,Fig.12 AVG bar:TempGNN,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,1.0,"Digitized from the explicit AVG bar, not recomputed from rounded point values.",
WK,fig13_ablation_time,fig13_ablation_time,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!J31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,JODIE,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.1,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,JODIE,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L31,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.75,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!J32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,JODIE,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.95,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,JODIE,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L32,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.68,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!J33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,JODIE,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.25,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,JODIE,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L33,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.82,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!J34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,JODIE,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.65,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,JODIE,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L34,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.55,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!J35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,JODIE,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.65,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,JODIE,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L35,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.95,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,JODIE,TempGNN,workbook_b,exact_workbook_value,Sheet1!J36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,JODIE,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.25,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,JODIE,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L36,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.45,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,TGN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.2,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,TGN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L37,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.8,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,TGN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.05,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,TGN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L38,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.75,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,TGN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.35,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,TGN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L39,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.88,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,TGN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.75,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,TGN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L40,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.62,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,TGN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.85,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,TGN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L41,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.05,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,TGN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,TGN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,4.45,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,TGN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L42,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.55,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!J43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,TGAT,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.15,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,TGAT,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L43,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.12,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!J44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,TGAT,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.05,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,TGAT,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L44,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.08,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!J45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,TGAT,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.25,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,TGAT,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L45,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.15,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!J46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,TGAT,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.85,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
LM,fig13_ablation_time,fig13_ablation_time,TGAT,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L46,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.05,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!J47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,TGAT,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.45,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WT,fig13_ablation_time,fig13_ablation_time,TGAT,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L47,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.18,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,TGAT,TempGNN,workbook_b,exact_workbook_value,Sheet1!J48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,TGAT,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,2.65,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
GT,fig13_ablation_time,fig13_ablation_time,TGAT,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L48,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.25,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,APAN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.25,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
WK,fig13_ablation_time,fig13_ablation_time,APAN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L49,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.85,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,APAN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.12,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
MC,fig13_ablation_time,fig13_ablation_time,APAN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L50,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.78,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,APAN,TempGNN,workbook_b,exact_workbook_value,Sheet1!J51,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.0,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,APAN,WO/DDTC,workbook_b,exact_workbook_value,Sheet1!K51,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,3.42,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
RT,fig13_ablation_time,fig13_ablation_time,APAN,WO/OATS,workbook_b,exact_workbook_value,Sheet1!L51,fb9c95a3e356b9e2c601c612941d7e66ee9c3fa7d1b92392c77ac57fa3d768cf,1.92,Exact workbook value; workbook label WO/OASC is normalized to the paper label WO/OATS.,
